,Category,Group,Pathway,Description
115,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ath00010],AT4G37870 PCK1; phosphoenolpyruvate carboxykinase 1	K01610 E4.1.1.49; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
116,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT2G42790 CSY3; citrate synthase 3	K01647 CS; citrate synthase [EC:2.3.3.1]
117,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G58740 CSY1; citrate synthase 1	K01647 CS; citrate synthase [EC:2.3.3.1]
118,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G58750 CSY2; citrate synthase 2	K01647 CS; citrate synthase [EC:2.3.3.1]
119,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G60100 CSY5; citrate synthase 5	K01647 CS; citrate synthase [EC:2.3.3.1]
120,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT2G44350 ATCS; Citrate synthase family protein	K01647 CS; citrate synthase [EC:2.3.3.1]
121,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G06650 ACLB-1; ATP-citrate lyase B-1	K01648 ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
122,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G49460 ACLB-2; ATP citrate lyase subunit B 2	K01648 ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
123,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G60810 ACLA-2; ATP-citrate lyase A-2	K01648 ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
124,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G10670 ACLA-1; ATP-citrate lyase A-1	K01648 ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
125,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G09430 ACLA-3; ATP-citrate lyase A-3	K01648 ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
126,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT4G35830 ACO1; aconitase 1	K01681 ACO; aconitate hydratase [EC:4.2.1.3]
127,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT2G05710 ACO3; aconitase 3	K01681 ACO; aconitate hydratase [EC:4.2.1.3]
128,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT4G26970 ACO2; aconitase 2	K01681 ACO; aconitate hydratase [EC:4.2.1.3]
129,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G65930 cICDH; cytosolic NADP+-dependent isocitrate dehydrogenase	K00031 IDH1; isocitrate dehydrogenase [EC:1.1.1.42]
130,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G54340 ICDH; isocitrate dehydrogenase	K00031 IDH1; isocitrate dehydrogenase [EC:1.1.1.42]
131,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G14590 Isocitrate/isopropylmalate dehydrogenase family protein	K00031 IDH1; isocitrate dehydrogenase [EC:1.1.1.42]
132,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT4G35650 IDH-III; isocitrate dehydrogenase III	K00030 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
133,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G03290 IDH-V; isocitrate dehydrogenase V	K00030 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
134,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT2G17130 IDH2; isocitrate dehydrogenase subunit 2	K00030 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
135,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT4G35260 IDH1; isocitrate dehydrogenase 1	K00030 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
136,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G09810 IDH-VI; isocitrate dehydrogenase VI	K00030 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
137,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G32480 IDH-IV; isocitrate dehydrogenase IV	K00030 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
138,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G55410 2-oxoglutarate dehydrogenase	K00164 OGDH; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
139,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G65750 2-oxoglutarate dehydrogenase	K00164 OGDH; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
140,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G55070 Dihydrolipoamide succinyltransferase	K00658 DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
141,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT4G26910 Dihydrolipoamide succinyltransferase	K00658 DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
142,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G17240 mtLPD2; lipoamide dehydrogenase 2	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
143,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G16950 LPD1; lipoamide dehydrogenase 1	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
144,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G48030 mtLPD1; mitochondrial lipoamide dehydrogenase 1	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
145,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT4G16155 dihydrolipoamide dehydrogenase	K00382 DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
146,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G08300 Succinyl-CoA ligase	K01899 LSC1; succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]
147,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G23250 Succinyl-CoA ligase	K01899 LSC1; succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]
148,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT2G20420 ATP citrate lyase (ACL) family protein	K01900 LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]
149,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G66760 SDH1-1; succinate dehydrogenase 1-1	K00234 SDHA; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
150,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT2G18450 SDH1-2; succinate dehydrogenase 1-2	K00234 SDHA; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
151,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G40650 SDH2-2; succinate dehydrogenase 2-2	K00235 SDHB; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
152,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G65165 SDH2-3; succinate dehydrogenase 2-3	K00235 SDHB; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
153,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G27380 SDH2-1; succinate dehydrogenase 2-1	K00235 SDHB; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
154,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT4G32210 SDH3-2; succinate dehydrogenase 3-2	K00236 SDHC; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
155,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G09600 SDH3-1; succinate dehydrogenase 3-1	K00236 SDHC; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
156,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],"AT5G50950 FUM2; FUMARASE 2	K01679 E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]"
157,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],"AT2G47510 FUM1; fumarase 1	K01679 E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]"
158,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G04410 c-NAD-MDH1; Lactate/malate dehydrogenase family protein	K00025 MDH1; malate dehydrogenase [EC:1.1.1.37]
159,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G56720 c-NAD-MDH3; Lactate/malate dehydrogenase family protein	K00025 MDH1; malate dehydrogenase [EC:1.1.1.37]
160,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G43330 c-NAD-MDH2; Lactate/malate dehydrogenase family protein	K00025 MDH1; malate dehydrogenase [EC:1.1.1.37]
161,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G47520 MDH; malate dehydrogenase	K00026 MDH2; malate dehydrogenase [EC:1.1.1.37]
162,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G53240 mMDH1; Lactate/malate dehydrogenase family protein	K00026 MDH2; malate dehydrogenase [EC:1.1.1.37]
163,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT2G22780 PMDH1; peroxisomal NAD-malate dehydrogenase 1	K00026 MDH2; malate dehydrogenase [EC:1.1.1.37]
164,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G15020 mMDH2; Lactate/malate dehydrogenase family protein	K00026 MDH2; malate dehydrogenase [EC:1.1.1.37]
165,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G09660 PMDH2; peroxisomal NAD-malate dehydrogenase 2	K00026 MDH2; malate dehydrogenase [EC:1.1.1.37]
166,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G65690 PCK2; phosphoenolpyruvate carboxykinase 2	K01610 E4.1.1.49; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
167,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT4G37870 PCK1; phosphoenolpyruvate carboxykinase 1	K01610 E4.1.1.49; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
168,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G59900 E1_ALPHA; pyruvate dehydrogenase complex E1 alpha subunit	K00161 PDHA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
169,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G01090 PDH-E1_ALPHA; pyruvate dehydrogenase E1 alpha	K00161 PDHA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
170,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G24180 IAR4; Thiamin diphosphate-binding fold (THDP-binding) superfamily protein	K00161 PDHA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
171,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT5G50850 MAB1; Transketolase family protein	K00162 PDHB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
172,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT2G34590 Transketolase family protein	K00162 PDHB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
173,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G30120 PDH-E1_BETA; pyruvate dehydrogenase E1 beta	K00162 PDHB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
174,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G34430 EMB3003; 2-oxoacid dehydrogenases acyltransferase family protein	K00627 DLAT; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
175,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],"AT3G52200 LTA3; Dihydrolipoamide acetyltransferase, long form protein	K00627 DLAT; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
176,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT1G54220 Dihydrolipoamide acetyltransferase	K00627 DLAT; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
177,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G13930 Dihydrolipoamide acetyltransferase	K00627 DLAT; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
178,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ath00020],AT3G25860 LTA2; 2-oxoacid dehydrogenases acyltransferase family protein	K00627 DLAT; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
179,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT4G24620 PGI1; phosphoglucose isomerase 1	K01810 GPI; glucose-6-phosphate isomerase [EC:5.3.1.9]
180,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G42740 Sugar isomerase (SIS) family protein	K01810 GPI; glucose-6-phosphate isomerase [EC:5.3.1.9]
181,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT3G27300 G6PD5; glucose-6-phosphate dehydrogenase 5	K00036 G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
182,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G13110 G6PD2; glucose-6-phosphate dehydrogenase 2	K00036 G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
183,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G09420 G6PD4; glucose-6-phosphate dehydrogenase 4	K00036 G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
184,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G35790 G6PD1; glucose-6-phosphate dehydrogenase 1	K00036 G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
185,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G24280 G6PD3; glucose-6-phosphate dehydrogenase 3	K00036 G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
186,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G40760 G6PD6; glucose-6-phosphate dehydrogenase 6	K00036 G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
187,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G24410 PGL4; 6-phosphogluconolactonase 4	K01057 PGLS; 6-phosphogluconolactonase [EC:3.1.1.31]
188,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G24420 PGL5; 6-phosphogluconolactonase 5	K01057 PGLS; 6-phosphogluconolactonase [EC:3.1.1.31]
189,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT3G49360 PGL2; 6-phosphogluconolactonase 2	K01057 PGLS; 6-phosphogluconolactonase [EC:3.1.1.31]
190,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G13700 PGL1; 6-phosphogluconolactonase 1	K01057 PGLS; 6-phosphogluconolactonase [EC:3.1.1.31]
191,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G24400 EMB2024; NagB/RpiA/CoA transferase-like superfamily protein	K01057 PGLS; 6-phosphogluconolactonase [EC:3.1.1.31]
192,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G64190 6-phosphogluconate dehydrogenase family protein	K00033 PGD; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
193,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G41670 6-phosphogluconate dehydrogenase family protein	K00033 PGD; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
194,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT3G02360 6-phosphogluconate dehydrogenase family protein	K00033 PGD; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
195,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G63290 Aldolase-type TIM barrel family protein	K01783 rpe; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
196,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G61410 RPE; D-ribulose-5-phosphate-3-epimerase	K01783 rpe; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
197,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT3G01850 Aldolase-type TIM barrel family protein	K01783 rpe; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
198,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT3G60750 Transketolase	K00615 E2.2.1.1; transketolase [EC:2.2.1.1]
199,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT2G45290 Transketolase	K00615 E2.2.1.1; transketolase [EC:2.2.1.1]
200,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G13420 TRA2; Aldolase-type TIM barrel family protein	K00616 E2.2.1.2; transaldolase [EC:2.2.1.2]
201,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G12230 Aldolase superfamily protein	K00616 E2.2.1.2; transaldolase [EC:2.2.1.2]
202,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],"AT1G71100 RSW10; Ribose 5-phosphate isomerase, type A protein	K01807 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]"
203,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT2G01290 RPI2; ribose-5-phosphate isomerase 2	K01807 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
204,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],"AT3G04790 EMB3119; Ribose 5-phosphate isomerase, type A protein	K01807 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]"
205,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G44520 NagB/RpiA/CoA transferase-like superfamily protein	K01807 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
206,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G17160 pfkB-like carbohydrate kinase family protein	K00852 rbsK; ribokinase [EC:2.7.1.15]
207,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT5G51820 PGM; phosphoglucomutase	K01835 pgm; phosphoglucomutase [EC:5.4.2.2]
208,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G23190 PGM3; Phosphoglucomutase/phosphomannomutase family protein	K01835 pgm; phosphoglucomutase [EC:5.4.2.2]
209,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G70730 PGM2; Phosphoglucomutase/phosphomannomutase family protein	K01835 pgm; phosphoglucomutase [EC:5.4.2.2]
210,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT2G44530 Phosphoribosyltransferase family protein	K00948 PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
211,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT1G32380 PRS2; phosphoribosyl pyrophosphate (PRPP) synthase 2	K00948 PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
212,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ath00030],AT2G35390 Phosphoribosyltransferase family protein	K00948 PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
